"kanji","hanviet","radical","stroke","onyomi","level","kunyomi","meaning"
蛆,THƯ,TRÙNG【虫】,11,ショ、ソ,N0,うじ、ひる,"con dòi, con đỉa"
孰,THỤC,ĐẦU【亠】,11,ジュク,N0,いずれ、たれ,"ở đâu, khi nào, ai, dù sao đi nữa, ở bất kỳ nhịp độ nào"
售,THỤ,KHẨU【口】,11,シュウ,N0,う.る,"trở nên bình dân, trở nên được ưa chuộng, bán"
捶,THÙY,THỦ【手】,11,スイ,N0,むちう.つ,đánh bằng gậy hay roi
娶,THÚ,NỮ【女】,11,シュ,N0,めと.る、めあわ.せる,"lấy vợ, tổ chức đám cưới"
娵,THÚ,NỮ【女】,11,シュ、シュウ、ス、ソウ,N0,よめ,"cưới hỏi, cô dâu"
痊,THUYÊN,NẠNH【疒】,11,セン,N0,い.える、い.やす,"khỏi bệnh, chữa lành bệnh"
淳,THUẦN,THỦY【水】,11,ジュン、シュン,N0,"","thật thà, lớn"
偬,THỐNG,TÂM【心】,11,ソウ,N0,くる.しむ,"đau đớn, đau khổ"
崔,THÔI,SƠN【山】,11,ガイ、サイ、スイ,N0,がけ,"vách đá, bờ biển dốc đứng"
唾,THÓA,KHẨU【口】,11,ダ、タ,N0,つば、つばき,nước bọt (trong miệng)
逡,THOÁI,SƯỚC【辷】,11,シュン,N0,しりぞ.く,"đi tản bộ, trở về, lùi lại"
梭,THOA,MỘC【木】,11,サ,N0,ひ,con thoi
戚,THÍCH,QUA【戈】,11,ソク、セキ,N0,みうち、いた.む、うれ.える,"người thân thích, đau khổ, sợ hãi, lo lắng"
淒,THÊ,THỦY【水】,11,セイ、サイ,N0,すご.む、さむ.い、すご.い、すさ.まじい,"đe dọa ai bằng bạo lực, lạnh lẽo, kinh khiếp, đáng sợ, xem 凄"
梯,THÊ,MỘC【木】,11,テイ、タイ,N0,はしご、もたれかか.る,"cái thang, dựa vào"
悽,THÊ,TÂM【心】,11,セイ,N0,いたむ,đau buồn
晨,THẦN,NHẬT【日】,11,シン,N0,あさ、あした、とき,"buổi sáng, ngày mai, lúc gà gáy"
晟,THÀNH,NHẬT【日】,11,セイ、ジョウ,N0,あきらか,"sáng sủa, rõ ràng"
參,"THAM,SÂM",KHƯ【厶】,11,サン、シン,N0,まい.る、まじわる、みつ,"tham gia, đến, tham quan, ba, xem 参"
貪,THAM,NHÂN【人】,11,タン、トン,N0,むさば.る,"thèm muốn, tham lam"
梹,TÂN,MỘC【木】,11,ヒン,N0,"","cây cau, xem 檳"
戝,"TÀI,TẶC",QUA【戈】,11,ザイ、サイ、ゾク,N0,たから,"tài sản, xem 財"
掻,TAO,THỦ【手】,11,ソウ,N0,か.く,"gãi, cào, toát mồ hôi"
梳,SƠ,MỘC【木】,11,ソ,N0,と.かす、くしけず.る,chải tóc
徙,"SI,TỶ",SÁCH【彳】,11,シ,N0,うつ.る、うつ.す,"chuyển động, thay đổi, di chuyển, làm lây nhiễm"
敕,SẮC,PHỘC【攴　攵】,11,チョク,N0,いまし.める、みことのり,"răn bảo, sắc lệnh của vua, xem 勅"
笹,SẬY,TRÚC【竹】,11,"",N0,ささ,cỏ sậy
梢,"SAO,TIÊU",MỘC【木】,11,ショウ,N0,こずえ,"ngọn cây, cái đốc lái thuyền"
悸,"QUÝ,QUÍ",TÂM【心】,11,キ,N0,"","rung động, rùng mình"
倦,QUYỆN,NHÂN【人】,11,ケン,N0,う.む、あき.る、あ.ぐむ,"mỏi, chán"
圈,QUYỀN,VI【囗】,11,ケン,N0,かこ.い,"vòng, bán kính, tầm, xem 圏"
亀,"QUY,QUI",QUI【龜】,11,キ、キュウ、ク、キン、コン,N0,かめ、ひびわれ,"con rùa, hình dạng giống con rùa, cưu tư, tên một nước ở tây vực, nứt nở, dùng để đặt tên người あま、あや、かめ、すすむ、ながし、ひさ、ひさし"
國,QUỐC,VI【囗】,11,コク,N0,くに、こ,"đất nước, xem 国"
掴,QUẮC,THỦ【手】,11,カク,N0,つか.む、つか.まえる、つか.まる,"cầm, bắt, ôm chặt, bị bắt, bị cầm giữ"
崛,QUẬT,SƠN【山】,11,クツ,N0,そばだ.つ、たか.い,"núi cao sừng sững, bay vút lên, cao"
桾,QUÂN,MỘC【木】,11,クン,N0,くぬぎ,một loại sồi
埠,PHỤ,THỔ【土】,11,フ、ホ,N0,"",bến tàu
桴,PHÙ,MỘC【木】,11,フ,N0,ばち、いかだ,"gậy đánh trống, bè gỗ"
冨,PHÚ,MỊCH【冖】,11,フ、フウ,N0,と.む、とみ、と,"giàu có, dư thừa, mạnh khỏe"
烽,PHONG,HỎA【火】,11,ホウ、フウ,N0,のろし、とぶひ,lửa hay khói làm hiệu
梵,PHẠN,MỘC【木】,11,ボン、フウ,N0,"","tiếng phạn, sự trong sạch, tín đồ phật giáo"
烹,PHANH,ĐẦU【亠】,11,ホウ,N0,に.る,"đun, nấu"
寃,OAN,MIÊN【宀】,11,エン、オン,N0,うらみ,"oan ức, nỗi hận bị chế áp, xem 冤"
捻,"NIỆM,NIỆP",THỦ【手】,11,ネン、ジョウ,N0,ね.じる、ひね.くる、ひね.る,"xiết chặt, xoay vòng, quay tròn, làm trò vớ vẩn, bật tắt công tắc, quay, bối rối"
唸,NIỆM,KHẨU【口】,11,テン,N0,うな.る、うなり,"rên rỉ, gào, hú, gầm gừ, nói ấp úng, tiếng ong tiếng ve, rì rào"
祷,niệm,THỊ【示】,11,トウ,N0,いの.る、いの.り、まつ.る,"cầu nguyện(prayer), pray"
崕,NHAI,SƠN【山】,11,ガイ,N0,がけ,"vách đá, bờ biển dốc đứng, xem 崖"
啀,NHAI,KHẨU【口】,11,ガイ,N0,いがむ,"cãi nhau, càu nhàu (với ai)"
晤,NGỘ,NHẬT【日】,11,ゴ,N0,あ.う、さと.る,"hội ngộ, giác ngộ, xem 悟"
梧,NGÔ,MỘC【木】,11,ゴ,N0,あおぎり,"cây ngô đồng, lá to, được dùng làm đàn và gia cụ"
猊,NGHÊ,KHUYỂN【犬】,11,ゲイ、ゲ,N0,"","sư tử loại nhỏ, chỗ ngồi của đức phật"
痕,NGÂN,NẠNH【疒】,11,コン,N0,あと,"dấu hiệu, dấu chân"
梗,NGẠNH,MỘC【木】,11,コウ、キョウ,N0,ふさ.ぐ,"cành cây dài cứng, gai cứng, bít lại, làm tắc nghẽn"
偐,NGẠN,NHÂN【人】,11,ゲン、ガン,N0,"",giả mạo
瓸,NGÁCH,NGÕA【瓦】,11,ヘクトグラム,N0,へくとぐらむ,"100 gam"
敖,"NGAO,NGẠO",PHỘC【攴　攵】,11,ゴウ,N0,あそ.ぶ、おご.る,"ngao du, ngạo mạn, tru, hống"
捺,NẠI,THỦ【手】,11,ナツ、ダツ,N0,お.す,"nét chữ hán viết về bên mặt, ấn, nhấn, đóng dấu"
梛,NA,MỘC【木】,11,ダ、ナ,N0,なぎ,một loại liễu
梦,MỘNG,TỊCH【夕】,11,ム、ボウ,N0,ゆめ、ゆめ.みる、くら.い,"giấc mơ, nằm mơ, tối tăm, xem 夢"
捫,MÔN,THỦ【手】,11,モン,N0,な.でる,"vuốt (râu, tóc)"
冕,MIỆN,QUYNH【冂】,11,ベン、メン,N0,かんむり,vương miện
娩,MIỄN,NỮ【女】,11,ベン,N0,"",đẻ con
袤,MẬU,ĐẦU【亠】,11,ボウ,N0,ながさ,"chiều rộng trải dài theo phương bắc nam (theo phương đông tây gọi là quảng), sự bành trướng một vùng đất rộng lớn, y phục từ thắt lưng trở lên"
眸,MÂU,MỤC【目】,11,ボウ、ム,N0,まなざし、ひとみ,"con ngươi, cái nhìn"
萌,MANH,THẢO【艸】,11,ホウ,N0,もえ.る、もや.す、きざ.す、もや.し、きざ.し,"nẩy mầm, làm mạch nha, báo hiệu, mầm, dấu hiệu"
曼,MAN,NHẬT【日】,11,マン、バン,N0,なが.い、ひ.く,"dài, kéo dài"
梠,LỮ,MỘC【木】,11,ロ、リョ,N0,"","một loại mộc qua, thường leo bám lên các cột trụ và mái hiên"
琉,LƯU,NGỌC【玉、王】,11,リュウ、ル,N0,"","viên đá quí lấp lánh, lưu ly, một trong bảy loại ngọc quí, có màu chàm ánh tím rực rỡ, lưu cầu, tên một nước hiện nay ở tỉnh okinawa, miền nam nhật bản, xem 瑠"
掠,LƯỢC,THỦ【手】,11,リャク、リョウ,N0,かす.める、かす.る、かす.れる,"ăn cắp vặt, lướt qua, xây xước, khản (tiếng), cẩu thả (tranh vẽ), chắp vá (văn từ)"
梁,LƯƠNG,MỘC【木】,11,リョウ,N0,はり、うつばり、うちばり、やな,"nhà lương, đà cầu, cây đà, cái đăng, bẫy cá"
崙,LUÂN,SƠN【山】,11,ロン,N0,"","cố nhiên, tên núi (núi côn luân)"
崘,LUÂN,SƠN【山】,11,ロン,N0,"","cố nhiên, tên núi (núi côn luân), xem 崙"
鹿,LỘC,LỘC【鹿】,11,ロク,N0,しか,con hươu
鹵,LỖ,LỖ【鹵】,11,ロ、ル,N0,しおち、しお、と.らえる、たて,"đất kiềm, đất mặn, muối mỏ, lỗ mãng, cẩu thả, khinh suất, đánh bắt, một loại khiên to để tránh cung tên"
蛉,LINH,TRÙNG【虫】,11,レイ、リョウ,N0,"","con chuồn chuồn, tên gọi của các giống côn trùng bay dập dờn"
梨,LÊ,MỘC【木】,11,リ,N0,なし,cây lê
崚,LĂNG,SƠN【山】,11,リョウ,N0,"",cao vời vợi
菱,LĂNG,THẢO【艸】,11,リョウ,N0,ひし,"củ ấu, hình thoi"
婁,LÂU,NỮ【女】,11,ル、ロウ,N0,つな.ぐ、ひ.く、ろ,"liên kết, nối"
淋,LÂM,THỦY【水】,11,リン,N0,し.たたる、さび.しい,"nước chảy ròng ròng, bệnh lậu, xem 痳, buồn rầu, cô đơn"
竡,LÁCH,LẬP【立】,11,ヘクトリットル,N0,へくとりっとる,"100 lít"
婪,LAM,NỮ【女】,11,ラン,N0,むさぼ.る,thèm muốn
徠,LAI,SÁCH【彳】,11,ライ,N0,きた.す、きた.る、く.る,"nguyên nhân, dẫn đến, kế tiếp, sắp xảy ra, đến, xem 来"
掎,"KỶ,Ỷ,KY",THỦ【手】,11,キ,N0,かたむ.く、ひ.く,"nghiêng người, một chân ở phía sau, chân trước chân sau"
埼,KỲ,THỔ【土】,11,キ,N0,さき,mũi đất (nhô ra biển)
崟,KIM,SƠN【山】,11,ギン,N0,みね,"dốc đứng, cao sừng sững, đỉnh núi"
桀,KIỆT,MỘC【木】,11,ケツ,N0,はりつけ.る,"bạo vương cuối cùng của nhà hạ (vua kiệt), tổ chim trên cao, đóng đinh (ai đó)"
戛,KIẾT,QUA【戈】,11,カツ,N0,ほこ,"gõ các vật cứng với nhau, âm thanh va chạm của các vật cứng - lách cách"
剱,KIẾM,ĐAO【刀】,11,ケン,N0,つるぎ,"kiếm, gươm"
梟,KIÊU,PHIỆT【丿】,11,キョウ,N0,ふくろう,"phơi bày, con cú mèo"
硅,KHUÊ,THẠCH【石】,11,カク、キャク、ケイ,N0,やぶ.る,"nguyên tố silic, phá vỡ, xé rách"
區,KHU,PHƯƠNG【匚　匸 】,11,ク、オウ、コウ,N0,"","quận (nhật), xem 区"
梱,KHỔN,MỘC【木】,11,コン,N0,しきみ、たば、しば.る、こり,"ngưỡng cửa, bó gậy hay củi, đan kết, giỏ kết bằng tre và liễu"
袴,KHỐ,Y【衣】,11,コ、ク,N0,ずぼん、はかま,"cái quần dài, cái khố của đàn ông"
啌,KHÔNG,KHẨU【口】,11,クウ、コウ,N0,"","giọng giận dữ, cổ họng"
牽,KHIÊN,ĐẦU【亠】,11,ケン,N0,ひ.く,"kéo, giật, cho vào, thừa nhận, trích dẫn, tham chiếu"
釦,KHẤU,KIM【金】,11,コウ、ク,N0,ぼたん,"cài chặt, úp, giữ lại, nút nhấn"
寇,KHẤU,MIÊN【宀】,11,コウ,N0,あだ.する,"kẻ cướp, kẻ thù, xâm lăng, trả thù"
蚯,KHÂU,TRÙNG【虫】,11,キュウ、ク,N0,みみず,"con giun đất, xem 蚓"
偈,KỆ,NHÂN【人】,11,ゲ、ケツ、ケイ,N0,いこ.う,"kinh phật, sự thanh thản, mạnh khỏe, chạy nhanh"
晞,"HY,HI",NHẬT【日】,11,キ,N0,かわ.く,khô hạn
欷,HY,KHIẾM【欠】,11,キ、ケ,N0,すする、すすりなく,"nhai nhóp nhép, húp sùm sụp, khóc sùi sụt"
勗,HÚC,LỰC【力】,11,キョク、ボウ,N0,つと.める,"cần cù, cố gắng"
衒,HUYỄN,SÁCH【彳】,11,ゲン、ケン,N0,てら.う,"khoe khoang, phô trương, giả tạo"
絃,HUYỀN,MỊCH【糸】,11,ゲン、ケン,N0,いと,"dạng khác của 弦, dây đàn, dùng để đặt tên いと、お、つる"
畦,HUỀ,ĐIỀN【田】,11,ケイ,N0,うね、くろ、あぜ,"ụ đất đắp cao, bờ ruộng, đường gờ của rãnh cửa, đường ranh giới chia cắt, đơn vị đo diện tích đất ruộng, bằng 50 mẫu"
扈,"HỘ,HỖ",HỘ【戸】,11,コ,N0,したが.う,đi theo
壷,HỒ,THỔ【土】,11,コ,N0,つぼ,"cái ấm, bình đựng, xem 壺"
匏,HỒ,BAO【勹】,11,ホ、ホウ,N0,ひさご,quả bầu
惚,HỐT,TÂM【心】,11,コツ,N0,ほ.れる、ほ.ける,"trở nên yêu ai, trở nên mê mẩn, suy tàn"
啝,HÒA,KHẨU【口】,11,ワ,N0,"","theo đuổi, không có con"
凰,HOÀNG,KỶ【几】,11,オオ、コウ、オウ,N0,おおとり,con mái của chim phượng hoàng
掀,HIÊN,THỦ【手】,11,キン、ケン,N0,"","vén lên, tung lên, mở nắp"
盒,HẠP,MÃNH【皿】,11,コウ,N0,さら、ふたもの,"đĩa, nắp đậy"
圉,HẠNH,VI【囗】,11,ギョ、ゴ,N0,うまか.い、ひとや,"người nuôi, giữ ngựa, nhà tù"
寉,HẠC,MIÊN【宀】,11,カク,N0,つる,chim sếu
毫,HÀO,ĐẦU【亠】,11,ゴウ、コウ,N0,ごう.も、すこし,"tóc tơ, bút vẽ, không chút nào, số lượng nhỏ, ít"
淆,HÀO,THỦY【水】,11,コウ、ギョウ,N0,みだ.す、みだ.れる、ま.ざる,"rối loạn, lẫn lộn"
蚶,HAM,TRÙNG【虫】,11,カン,N0,あかがい,con sò
啖,"GIẢM,GIÃM",KHẨU【口】,11,タン,N0,く.う、くらわ.す,"ăn, cho ăn"
假,"GIẢ,GIÁ",NHÂN【人】,11,カ、ケ,N0,かり、かり.る,"tạm thời, tên giả, không chính thức"
桷,GIÁC,MỘC【木】,11,カク,N0,たるき、ずみ,"rui (dùng để lợp ngói), một loại táo nhỏ vỏ màu vàng"
偕,GIAI,NHÂN【人】,11,カイ,N0,ともに,cùng nhau
帶,"ĐỚI,ĐÁI",CÂN【巾】,11,タイ,N0,お.びる、おび,"mặc, mang theo, dây thắt lưng, khăn quàng vai, xem 帯"
堵,ĐỔ,THỔ【土】,11,ト,N0,"","chặn lại, đón đánh, bức tường"
屠,ĐỒ,THI【尸】,11,ト、チョ,N0,ほ.ふる,"tàn sát, giết thịt"
惇,ĐÔN,TÂM【心】,11,シュン、ジュン、トン,N0,"","đầy đặn, nhiều, tin"
堆,ĐÔI,THỔ【土】,11,タイ、ツイ,N0,うずたか.い,đống cao
掟,ĐỊNH,THỦ【手】,11,トウ、チョウ、ジョウ、テイ,N0,おきて,"luật lệ, qui tắc"
梃,ĐĨNH,MỘC【木】,11,チョウ、テイ,N0,てこ、つえ,"đòn bẩy, gậy tròn và thẳng"
掉,"ĐIỆU,TRẠO",THỦ【手】,11,チョウ、トウ,N0,ふ.る、ふ.れる,"lắc lư, chao đảo, làm lắc lư, rơi rụng, đổi hướng"
條,ĐIỀU,NHÂN【人】,11,ジョウ、チョウ、デキ,N0,えだ、すじ,"điều mục, tia sáng"
兜,ĐÂU,NHÂN【儿】,11,トウ、ト,N0,かぶと,"mũ sắt, giáp che đầu"
啗,ĐẠM,KHẨU【口】,11,タン,N0,く.らわす、く.う、く.らう,"táp, đớp, ăn nhồm nhoàm"
掏,ĐÀO,THỦ【手】,11,トウ,N0,す.る,móc túi
痒,DƯỠNG,NẠNH【疒】,11,ヨウ,N0,かゆ.い、や.む,"ngứa, phát bệnh do lo đau khổ, lo lắng"
桶,DŨNG,MỘC【木】,11,ヨウ、トウ,N0,おけ,"chậu, xô, thùng"
帷,DUY,CÂN【巾】,11,イ,N0,とばり,"màn che, bình phong"
惟,DUY,TÂM【心】,11,イ、ユイ,N0,おもっ.みる、おも.う,"suy xét, nghĩ, tin"
偸,DU,NHÂN【人】,11,ツ、トウ、チュウ,N0,ぬす.む,ăn trộm
蚰,DU,TRÙNG【虫】,11,ユウ、ユ,N0,げじげじ,"con rết, xem 蜒"
掖,DỊCH,THỦ【手】,11,エキ,N0,たす.ける,"bên sườn, mang dưới cánh tay, giúp đỡ"
焔,DIỄM,HỎA【火】,11,エン,N0,ほのお,"cháy, ngọn lửa"
痍,DI,NẠNH【疒】,11,イ,N0,きず,bị thương
寅,DẦN,MIÊN【宀】,11,イン,N0,とら,"chi thứ 3, cung kính, con cọp"
婬,DÂM,NỮ【女】,11,イン,N0,ひた.す、ほしいまま、みだ.れる、みだ.ら,"tính dâm dục, sự dâm loạn, đắm chìm, ích kỷ, độc đoán, hỗn loạn, bẩn thỉu, dâm đãng, xem 淫"
淫,DÂM,THỦY【水】,11,イン,N0,ひた.す、ほしいまま、みだ.れる、みだ.ら,"tính dâm dục, sự dâm loạn, đắm chìm, ích kỷ, độc đoán, hỗn loạn, bẩn thỉu, dâm đãng"
埜,DÃ,THỔ【土】,11,ヤ、ショ,N0,の,"đồng bằng, hoang dã, thường dân, lĩnh vực, xem 野"
崗,CƯƠNG,SƠN【山】,11,コウ,N0,おか,ngọn đồi
惧,CỤ,TÂM【心】,11,ク,N0,おそ.れる,"sợ hãi, xem 懼"
掬,CÚC,THỦ【手】,11,キク、コク,N0,むす.ぶ、すく.う、きく.す、たなごころ,"xúc, múc, lòng bàn tay"
袞,CỔN,ĐẦU【亠】,11,コン,N0,"","lễ phục của thiên tử và tam công, lễ phục vua ngự ban, liên miên không kết thúc"
梏,CỐC,MỘC【木】,11,コク、カク,N0,てかせ,còng tay
崑,CÔN,SƠN【山】,11,コン,N0,"",tên địa danh (núi côn luân)
蛄,CÔ,TRÙNG【虫】,11,コ、ク,N0,けら,một loại dế làm hại lúa và nho
渚,CHỬ,THỦY【水】,11,ショ,N0,なぎさ,"cồn nhỏ, bờ biển"
猪,"CHƯ,TRƯ",KHUYỂN【犬】,11,チョ,N0,い、いのしし、しし,"lợn con, heo rừng"
匙,CHỦY,TRỦY【匕】,11,シ,N0,さじ,"cái thìa, muỗng"
專,CHUYÊN,THỐN【寸】,11,セン,N0,もっぱ.ら,"dạng cũ của 専, chính yếu, duy nhất, dành riêng, đặc biệt"
梔,CHI,MỘC【木】,11,シ,N0,くちなし,"cây dành dành (cây thấp, ra hoa trắng vào mùa hè, quả màu đỏ vàng, được dùng làm phẩm nhuộm và dược phẩm)"
毬,CẦU,MAO【毛】,11,キュウ、グ,N0,いが、まり,"vật có dạng ngoài hình tròn, vỏ ngoài có gai của hạt dẻ, quả bóng có da lông"
脛,CẢNH,NHỤC【肉　月】,11,ケイ,N0,すね、はぎ,"chân, cẳng chân, bắp (chân)"
葛,CÁT,THẢO【艸】,11,カツ、カチ,N0,つづら、くづ,"cây sắn, củ sắn, sắn, bột sắn"
桿,CÁN,MỘC【木】,11,カン,N0,たて、さお,"cái mộc, cái gậy"
皐,CAO,BẠCH【白】,11,コウ,N0,さわ、さつき,"chỗ đất bằng phẳng ở nơi có nước, tháng năm âm lịch, khấn vái"
淦,CAM,THỦY【水】,11,カン、コン、ゴン,N0,あか、どろ,"nước đọng ở đáy thuyền, nước bùn, sông cam, tên một con sông ở trung quốc"
彪,BƯU,SAM【彡】,11,ヒョウ、ヒュウ,N0,あきら、とら,"lốm đốm, rằn ri, sáng chói, cọp con"
捧,BỔNG,THỦ【手】,11,ホウ,N0,ささ.げる,"dâng hiến, hy sinh, dành cả (cuộc đời)"
徘,BỒI,SÁCH【彳】,11,ハイ,N0,さまよ.う,đi lang thang
殍,BIỄU,NGẠT【歹】,11,ヒョウ、ビョウ、フ、ビ、ヒ,N0,うえじに,chết đói
貶,BIẾM,BỐI【貝】,11,ヘン,N0,おと.す、おとし.める、そし.る、けな.す,"làm đổ, rơi, coi thường, khinh rẻ, phỉ báng, làm nhục ai đó"
匐,BẶC,BAO【勹】,11,ホク、フク,N0,"","bò, trườn"
弸,BẰNG,CUNG【弓】,11,ホウ,N0,"","cung mạnh, đầy đủ"
堋,BẰNG,THỔ【土】,11,ホウ,N0,"","chôn cất, mai táng, giá ngắm bắn cung"
彬,BÂN,MỘC【木】,11,ヒン、フン,N0,"","thanh nhã, tốt"
絆,BÁN,MỊCH【糸】,11,バン、ハン,N0,ほだし、きずな、つな.ぐ、ほだ.す,"dây buộc chân ngựa, lễ nghĩa, tình cảm ràng buộc con người, trói buộc"
堊,ÁC,THỔ【土】,11,アク、ア、オ,N0,いろつち、しろつち,"nước vôi, sự minh oan"
庵,AM,NGHIỄM【广】,11,アン、オン,N0,いおり,"nơi ẩn dật, am miếu thờ phật, từ thêm vào sau bút danh"
欸,"AI,ÁI",KHIẾM【欠】,11,アイ,N0,ああ、なげく,"ôi ! chao ôi, cảm thán từ, thở dài chán nản"
婀,A,NỮ【女】,11,ア,N0,たおやか,"mảnh mai, tha thướt"
堰,YỂN,THỔ【土】,12,エン,N0,せ.く、せき,"ngăn chặn, làm đầy, cửa cống, đập nước"
堙,YÊN,THỔ【土】,12,イン,N0,ふさ.ぐ,"đóng lại, làm đầy"
欹,Y,KHIẾM【欠】,12,イ,N0,そばだ.つ,"tiếng thở dài chán nản, đứng vụt lên"
掣,XIẾT,THỦ【手】,12,セイ、セツ,N0,ひ.く,"lôi về, ngăn trở"
奢,XA,ĐẠI【大】,12,シャ,N0,おご.る、おご.り,"sống sang trọng, tiêu pha phung phí, thết đãi ai"
喟,VỊ,KHẨU【口】,12,キ、カイ,N0,なげ.く,"thở dài, than vãn"
粤,VIỆT,PHIỆT【丿】,12,エツ,N0,ここに,tên tỉnh quảng đông (trung quốc)
媛,VIỆN,NỮ【女】,12,エン,N0,ひめ,"công chúa, con gái nhà quí tộc, mỹ nữ"
惣,VẬT,TÂM【心】,12,ソウ,N0,"","tất cả, ý chí dân làng"
淵,UYÊN,THỦY【水】,12,エン、カク、コウ,N0,ふち,"uyên thâm, hồ sâu, nước sâu, sâu, nước xoáy"
琵,"TỲ,TÌ",TỶ【比】,12,ヒ、ビ,N0,"","cây tỳ bà, đàn tỳ bà 4 dây (bắt nguồn từ iran) hay 5 dây (bắt nguồn từ ấn độ)"
